OBJECTID *,Shape *,admin2Name_en,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,SenDist_en,SenDistPcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo,Shape_Length,Shape_Area
153,Polygon,Dass,NG005006,Dass,<Null>,<Null>,Bauchi South,NG00503,Bauchi,NG005,Nigeria,NG,11/29/16,4/17/19,<Null>,1.066297,0.056769
154,Polygon,Daura,NG021010,Daura,<Null>,<Null>,Katsina North,NG02102,Katsina,NG021,Nigeria,NG,11/29/16,4/17/19,<Null>,0.598243,0.015958
155,Polygon,Dawakin Kudu,NG020009,Dawakin Kudu,<Null>,<Null>,Kano Central,NG02002,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,0.932817,0.031892
156,Polygon,Dawakin Tofa,NG020010,Dawakin Tofa,<Null>,<Null>,Kano North,NG02003,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,1.001759,0.036325
157,Polygon,Degema,NG033008,Degema,<Null>,<Null>,Rivers West,NG03303,Rivers,NG033,Nigeria,NG,11/29/16,4/17/19,<Null>,1.864382,0.080402
158,Polygon,Dekina,NG023005,Dekina,<Null>,<Null>,Kogi East,NG02302,Kogi,NG023,Nigeria,NG,11/29/16,4/17/19,<Null>,2.124285,0.197226
159,Polygon,Demsa,NG002001,Demsa,<Null>,<Null>,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,11/29/16,4/17/19,<Null>,1.923669,0.129068
160,Polygon,Dikwa,NG008008,Dikwa,<Null>,<Null>,Borno Central,NG00801,Borno,NG008,Nigeria,NG,11/29/16,4/17/19,<Null>,1.994908,0.156913
161,Polygon,Doguwa,NG020011,Doguwa,<Null>,<Null>,Kano South,NG02001,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,1.922603,0.123134
162,Polygon,Doma,NG026003,Doma,<Null>,<Null>,Nassarawa South,NG02601,Nasarawa,NG026,Nigeria,NG,11/29/16,4/17/19,<Null>,2.293912,0.204136
163,Polygon,Donga,NG035003,Donga,<Null>,<Null>,Taraba South,NG03503,Taraba,NG035,Nigeria,NG,11/29/16,4/17/19,<Null>,3.020614,0.249223
164,Polygon,Dukku,NG016004,Dukku,<Null>,<Null>,Gombe North,NG01602,Gombe,NG016,Nigeria,NG,11/29/16,4/17/19,<Null>,2.528161,0.305254
165,Polygon,Dunukofia,NG004008,Dunukofia,<Null>,<Null>,Anambra Central,NG00401,Anambra,NG004,Nigeria,NG,11/29/16,4/17/19,<Null>,0.466085,0.004361
166,Polygon,Dutse,NG018006,Dutse,<Null>,<Null>,Jigawa South-West,NG01803,Jigawa,NG018,Nigeria,NG,11/29/16,4/17/19,<Null>,1.574622,0.08537
167,Polygon,Dutsi,NG021011,Dutsi,<Null>,<Null>,Katsina North,NG02102,Katsina,NG021,Nigeria,NG,11/29/16,4/17/19,<Null>,0.788858,0.027107
168,Polygon,Dutsin-Ma,NG021012,Dutsin-Ma,<Null>,<Null>,Katsina Central,NG02101,Katsina,NG021,Nigeria,NG,11/29/16,4/17/19,<Null>,1.180626,0.053822
169,Polygon,Eastern Obolo,NG003002,Eastern Obolo,<Null>,<Null>,Akwa Ibom South,NG00303,Akwa Ibom,NG003,Nigeria,NG,11/29/16,4/17/19,<Null>,0.695188,0.010018
170,Polygon,Ebonyi,NG011004,Ebonyi,<Null>,<Null>,Ebonyi North,NG01103,Ebonyi,NG011,Nigeria,NG,11/29/16,4/17/19,<Null>,1.305406,0.041379
171,Polygon,Edati,NG027007,Edati,<Null>,<Null>,Niger South,NG02703,Niger,NG027,Nigeria,NG,11/29/16,4/17/19,<Null>,1.299838,0.07495
172,Polygon,Ede North,NG030007,Ede North,<Null>,<Null>,Osun West,NG03003,Osun,NG030,Nigeria,NG,11/29/16,4/17/19,<Null>,0.47144,0.008344
173,Polygon,Ede South,NG030008,Ede South,<Null>,<Null>,Osun West,NG03003,Osun,NG030,Nigeria,NG,11/29/16,4/17/19,<Null>,0.566023,0.017624
174,Polygon,Edu,NG024003,Edu,<Null>,<Null>,Kwara North,NG02402,Kwara,NG024,Nigeria,NG,11/29/16,4/17/19,<Null>,2.465375,0.208363
175,Polygon,Efon,NG013003,Efon,<Null>,<Null>,Ekiti Central,NG01302,Ekiti,NG013,Nigeria,NG,11/29/16,4/17/19,<Null>,0.59406,0.018868
176,Polygon,Egbado North,NG028004,Egbado North,<Null>,<Null>,Ogun West,NG02803,Ogun,NG028,Nigeria,NG,11/29/16,4/17/19,<Null>,1.820608,0.151988
177,Polygon,Egbado South,NG028005,Egbado South,<Null>,<Null>,Ogun West,NG02803,Ogun,NG028,Nigeria,NG,11/29/16,4/17/19,<Null>,1.200603,0.05961
178,Polygon,Egbeda,NG031005,Egbeda,<Null>,<Null>,Oyo Central,NG03101,Oyo,NG031,Nigeria,NG,11/29/16,4/17/19,<Null>,0.719374,0.021169
179,Polygon,Egbedore,NG030009,Egbedore,<Null>,<Null>,Osun West,NG03003,Osun,NG030,Nigeria,NG,11/29/16,4/17/19,<Null>,0.827312,0.022026
180,Polygon,Egor,NG012002,Egor,<Null>,<Null>,Edo South,NG01201,Edo,NG012,Nigeria,NG,11/29/16,4/17/19,<Null>,0.343331,0.006221
181,Polygon,Ehime-Mbano,NG017003,Ehime-Mbano,<Null>,<Null>,Imo North,NG01702,Imo,NG017,Nigeria,NG,11/29/16,4/17/19,<Null>,0.521062,0.014228
182,Polygon,Ejigbo,NG030010,Ejigbo,<Null>,<Null>,Osun West,NG03003,Osun,NG030,Nigeria,NG,11/29/16,4/17/19,<Null>,1.130485,0.029791
183,Polygon,Ekeremor,NG006002,Ekeremor,<Null>,<Null>,Bayelsa West,NG00603,Bayelsa,NG006,Nigeria,NG,11/29/16,4/17/19,<Null>,2.178786,0.148029
184,Polygon,Eket,NG003003,Eket,<Null>,<Null>,Akwa Ibom South,NG00303,Akwa Ibom,NG003,Nigeria,NG,11/29/16,4/17/19,<Null>,0.668203,0.013546
185,Polygon,Ekiti,NG024004,Ekiti,<Null>,<Null>,Kwara South,NG02403,Kwara,NG024,Nigeria,NG,11/29/16,4/17/19,<Null>,0.969626,0.038995
186,Polygon,Ekiti East,NG013004,Ekiti East,<Null>,<Null>,Ekiti South,NG01301,Ekiti,NG013,Nigeria,NG,11/29/16,4/17/19,<Null>,0.686719,0.025775
187,Polygon,Ekiti South West,NG013005,Ekiti South West,<Null>,<Null>,Ekiti South,NG01301,Ekiti,NG013,Nigeria,NG,11/29/16,4/17/19,<Null>,0.810631,0.027529
188,Polygon,Ekiti West,NG013006,Ekiti West,<Null>,<Null>,Ekiti Central,NG01302,Ekiti,NG013,Nigeria,NG,11/29/16,4/17/19,<Null>,1.04586,0.030666
189,Polygon,Ekwusigo,NG004009,Ekwusigo,<Null>,<Null>,Anambra South,NG00403,Anambra,NG004,Nigeria,NG,11/29/16,4/17/19,<Null>,0.551292,0.009958
190,Polygon,Eleme,NG033009,Eleme,<Null>,<Null>,Rivers South East,NG03302,Rivers,NG033,Nigeria,NG,11/29/16,4/17/19,<Null>,0.417571,0.011135
191,Polygon,Emohua,NG033010,Emohua,<Null>,<Null>,Rivers East,NG03301,Rivers,NG033,Nigeria,NG,11/29/16,4/17/19,<Null>,1.54888,0.067926
192,Polygon,Emure,NG013007,Emure,<Null>,<Null>,Ekiti South,NG01301,Ekiti,NG013,Nigeria,NG,11/29/16,4/17/19,<Null>,0.584955,0.020473
193,Polygon,Enugu East,NG014003,Enugu East,<Null>,<Null>,Enugu East,NG01402,Enugu,NG014,Nigeria,NG,11/29/16,4/17/19,<Null>,0.770673,0.03205
194,Polygon,Enugu North,NG014004,Enugu North,<Null>,<Null>,Enugu East,NG01402,Enugu,NG014,Nigeria,NG,11/29/16,4/17/19,<Null>,0.548141,0.007628
195,Polygon,Enugu South,NG014005,Enugu South,<Null>,<Null>,Enugu East,NG01402,Enugu,NG014,Nigeria,NG,11/29/16,4/17/19,<Null>,0.348292,0.006154
196,Polygon,Epe,NG025007,Epe,<Null>,<Null>,Lagos East,NG02503,Lagos,NG025,Nigeria,NG,11/29/16,4/17/19,<Null>,2.401748,0.096547
197,Polygon,Esan Central,NG012003,Esan Central,<Null>,<Null>,Edo Central,NG01202,Edo,NG012,Nigeria,NG,11/29/16,4/17/19,<Null>,0.993178,0.021589
198,Polygon,Esan North East,NG012004,Esan North East,<Null>,<Null>,Edo Central,NG01202,Edo,NG012,Nigeria,NG,11/29/16,4/17/19,<Null>,0.970175,0.027977
199,Polygon,Esan South East,NG012005,Esan South East,<Null>,<Null>,Edo Central,NG01202,Edo,NG012,Nigeria,NG,11/29/16,4/17/19,<Null>,1.502404,0.106745
200,Polygon,Esan West,NG012006,Esan West,<Null>,<Null>,Edo Central,NG01202,Edo,NG012,Nigeria,NG,11/29/16,4/17/19,<Null>,1.223737,0.04214
201,Polygon,Ese-Odo,NG029007,Ese-Odo,<Null>,<Null>,Ondo South,NG02903,Ondo,NG029,Nigeria,NG,11/29/16,4/17/19,<Null>,1.530001,0.088011
202,Polygon,Esit - Eket,NG003004,Esit - Eket,<Null>,<Null>,Akwa Ibom South,NG00303,Akwa Ibom,NG003,Nigeria,NG,11/29/16,4/17/19,<Null>,0.466958,0.013807
203,Polygon,Essien Udim,NG003005,Essien Udim,<Null>,<Null>,Akwa Ibom North West,NG00302,Akwa Ibom,NG003,Nigeria,NG,11/29/16,4/17/19,<Null>,0.735536,0.023585
204,Polygon,Etche,NG033011,Etche,<Null>,<Null>,Rivers East,NG03301,Rivers,NG033,Nigeria,NG,11/29/16,4/17/19,<Null>,1.126089,0.066534
205,Polygon,Ethiope East,NG010005,Ethiope East,<Null>,<Null>,Delta Central,NG01001,Delta,NG010,Nigeria,NG,11/29/16,4/17/19,<Null>,1.013851,0.031004
206,Polygon,Ethiope West,NG010006,Ethiope West,<Null>,<Null>,Delta Central,NG01001,Delta,NG010,Nigeria,NG,11/29/16,4/17/19,<Null>,1.119302,0.043863
207,Polygon,Eti-Osa,NG025008,Eti-Osa,<Null>,<Null>,Lagos Central,NG02502,Lagos,NG025,Nigeria,NG,11/29/16,4/17/19,<Null>,0.750129,0.015616
208,Polygon,Etim Ekpo,NG003006,Etim Ekpo,<Null>,<Null>,Akwa Ibom North West,NG00302,Akwa Ibom,NG003,Nigeria,NG,11/29/16,4/17/19,<Null>,0.842922,0.017969
209,Polygon,Etinan,NG003007,Etinan,<Null>,<Null>,Akwa Ibom North East,NG00301,Akwa Ibom,NG003,Nigeria,NG,11/29/16,4/17/19,<Null>,0.674628,0.014092
210,Polygon,Etsako Central,NG012007,Etsako Central,<Null>,<Null>,Edo North,NG01203,Edo,NG012,Nigeria,NG,11/29/16,4/17/19,<Null>,1.245139,0.054232
211,Polygon,Etsako East,NG012008,Etsako East,<Null>,<Null>,Edo North,NG01203,Edo,NG012,Nigeria,NG,11/29/16,4/17/19,<Null>,1.612517,0.09265
212,Polygon,Etsako West,NG012009,Etsako West,<Null>,<Null>,Edo North,NG01203,Edo,NG012,Nigeria,NG,11/29/16,4/17/19,<Null>,1.442189,0.076821
213,Polygon,Etung,NG009011,Etung,<Null>,<Null>,Cross River Central,NG00901,Cross River,NG009,Nigeria,NG,11/29/16,4/17/19,<Null>,1.21775,0.066349
214,Polygon,Ewekoro,NG028006,Ewekoro,<Null>,<Null>,Ogun Central,NG02801,Ogun,NG028,Nigeria,NG,11/29/16,4/17/19,<Null>,1.050152,0.051182
215,Polygon,Ezeagu,NG014006,Ezeagu,<Null>,<Null>,Enugu West,NG01403,Enugu,NG014,Nigeria,NG,11/29/16,4/17/19,<Null>,1.008235,0.052167
216,Polygon,Ezinihitte,NG017004,Ezinihitte,<Null>,<Null>,Imo East,NG01701,Imo,NG017,Nigeria,NG,11/29/16,4/17/19,<Null>,0.429497,0.009827
217,Polygon,Ezza North,NG011005,Ezza North,<Null>,<Null>,Ebonyi Central,NG01102,Ebonyi,NG011,Nigeria,NG,11/29/16,4/17/19,<Null>,0.880307,0.033787
218,Polygon,Ezza South,NG011006,Ezza South,<Null>,<Null>,Ebonyi Central,NG01102,Ebonyi,NG011,Nigeria,NG,11/29/16,4/17/19,<Null>,0.853872,0.021576
219,Polygon,Fagge,NG020012,Fagge,<Null>,<Null>,Kano Central,NG02002,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,0.330827,0.003201
220,Polygon,Fakai,NG022009,Fakai,<Null>,<Null>,Kebbi South,NG02203,Kebbi,NG022,Nigeria,NG,11/29/16,4/17/19,<Null>,2.399267,0.186026
221,Polygon,Faskari,NG021013,Faskari,<Null>,<Null>,Katsina South,NG02103,Katsina,NG021,Nigeria,NG,11/29/16,4/17/19,<Null>,1.831345,0.1395
222,Polygon,Fika,NG036004,Fika,<Null>,<Null>,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,11/29/16,4/17/19,<Null>,2.243538,0.1782
223,Polygon,Fufore,NG002002,Fufore,<Null>,<Null>,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,11/29/16,4/17/19,<Null>,3.747953,0.389155
224,Polygon,Funakaye,NG016005,Funakaye,<Null>,<Null>,Gombe North,NG01602,Gombe,NG016,Nigeria,NG,11/29/16,4/17/19,<Null>,1.997762,0.131636
225,Polygon,Fune,NG036005,Fune,<Null>,<Null>,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,11/29/16,4/17/19,<Null>,3.281636,0.454205
226,Polygon,Funtua,NG021014,Funtua,<Null>,<Null>,Katsina South,NG02103,Katsina,NG021,Nigeria,NG,11/29/16,4/17/19,<Null>,1.121029,0.034991
227,Polygon,Gabasawa,NG020013,Gabasawa,<Null>,<Null>,Kano North,NG02003,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,1.29642,0.050741
228,Polygon,Gada,NG034004,Gada,<Null>,<Null>,Sokoto East,NG03401,Sokoto,NG034,Nigeria,NG,11/29/16,4/17/19,<Null>,1.960351,0.126604
229,Polygon,Gagarawa,NG018007,Gagarawa,<Null>,<Null>,Jigawa North-West,NG01802,Jigawa,NG018,Nigeria,NG,11/29/16,4/17/19,<Null>,0.972256,0.048467
230,Polygon,Gamawa,NG005007,Gamawa,<Null>,<Null>,Bauchi North,NG00502,Bauchi,NG005,Nigeria,NG,11/29/16,4/17/19,<Null>,2.3735,0.24379
231,Polygon,Ganjuwa,NG005008,Ganjuwa,<Null>,<Null>,Bauchi Central,NG00501,Bauchi,NG005,Nigeria,NG,11/29/16,4/17/19,<Null>,3.335493,0.404153
232,Polygon,Ganye,NG002003,Ganye,<Null>,<Null>,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,11/29/16,4/17/19,<Null>,2.122051,0.171992
233,Polygon,Garki,NG018008,Garki,<Null>,<Null>,Jigawa North-West,NG01802,Jigawa,NG018,Nigeria,NG,11/29/16,4/17/19,<Null>,2.094461,0.117163
234,Polygon,Garko,NG020014,Garko,<Null>,<Null>,Kano South,NG02001,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,1.19549,0.036627
235,Polygon,Garum Mallam,NG020015,Garum Mallam,<Null>,<Null>,Kano Central,NG02002,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,0.591989,0.018889
236,Polygon,Gashaka,NG035004,Gashaka,<Null>,<Null>,Taraba Central,NG03501,Taraba,NG035,Nigeria,NG,11/29/16,4/17/19,<Null>,3.720047,0.686253
237,Polygon,Gassol,NG035005,Gassol,<Null>,<Null>,Taraba Central,NG03501,Taraba,NG035,Nigeria,NG,11/29/16,4/17/19,<Null>,3.141459,0.455184
238,Polygon,Gaya,NG020016,Gaya,<Null>,<Null>,Kano South,NG02001,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,1.223203,0.047099
239,Polygon,Gbako,NG027008,Gbako,<Null>,<Null>,Niger South,NG02703,Niger,NG027,Nigeria,NG,11/29/16,4/17/19,<Null>,1.966713,0.14404
240,Polygon,Gboko,NG007005,Gboko,<Null>,<Null>,Benue North West,NG00702,Benue,NG007,Nigeria,NG,11/29/16,4/17/19,<Null>,1.965469,0.155583
241,Polygon,Geidam,NG036006,Geidam,<Null>,<Null>,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,11/29/16,4/17/19,<Null>,2.665208,0.319617
242,Polygon,Gezawa,NG020017,Gezawa,<Null>,<Null>,Kano Central,NG02002,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,0.810132,0.028139
243,Polygon,Giade,NG005009,Giade,<Null>,<Null>,Bauchi North,NG00502,Bauchi,NG005,Nigeria,NG,11/29/16,4/17/19,<Null>,1.271145,0.062132
244,Polygon,Girei,NG002005,Girei,<Null>,<Null>,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,11/29/16,4/17/19,<Null>,1.478029,0.098248
245,Polygon,Giwa,NG019003,Giwa,<Null>,<Null>,Kaduna Central,NG01901,Kaduna,NG019,Nigeria,NG,11/29/16,4/17/19,<Null>,2.085973,0.164312
246,Polygon,Gokana,NG033012,Gokana,<Null>,<Null>,Rivers South East,NG03302,Rivers,NG033,Nigeria,NG,11/29/16,4/17/19,<Null>,0.452241,0.010819
247,Polygon,Gombe,NG016006,Gombe,<Null>,<Null>,Gombe North,NG01602,Gombe,NG016,Nigeria,NG,11/29/16,4/17/19,<Null>,0.254187,0.00373
248,Polygon,Gombi,NG002004,Gombi,<Null>,<Null>,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,11/29/16,4/17/19,<Null>,1.842475,0.178513
249,Polygon,Goronyo,NG034006,Goronyo,<Null>,<Null>,Sokoto East,NG03401,Sokoto,NG034,Nigeria,NG,11/29/16,4/17/19,<Null>,2.315665,0.142599
250,Polygon,Gubio,NG008009,Gubio,<Null>,<Null>,Borno North,NG00802,Borno,NG008,Nigeria,NG,11/29/16,4/17/19,<Null>,2.221293,0.218268
251,Polygon,Gudu,NG034007,Gudu,<Null>,<Null>,Sokoto North,NG03402,Sokoto,NG034,Nigeria,NG,11/29/16,4/17/19,<Null>,2.207796,0.273936
252,Polygon,Gujba,NG036007,Gujba,<Null>,<Null>,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,11/29/16,4/17/19,<Null>,2.641218,0.287318
253,Polygon,Gulani,NG036008,Gulani,<Null>,<Null>,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,11/29/16,4/17/19,<Null>,2.193495,0.176145
254,Polygon,Guma,NG007006,Guma,<Null>,<Null>,Benue North West,NG00702,Benue,NG007,Nigeria,NG,11/29/16,4/17/19,<Null>,2.53387,0.234747
255,Polygon,Gumel,NG018009,Gumel,<Null>,<Null>,Jigawa North-West,NG01802,Jigawa,NG018,Nigeria,NG,11/29/16,4/17/19,<Null>,0.574039,0.018922
256,Polygon,Gummi,NG037006,Gummi,<Null>,<Null>,Zamfara West,NG03703,Zamfara,NG037,Nigeria,NG,11/29/16,4/17/19,<Null>,2.044008,0.21629
257,Polygon,Gurara,NG027009,Gurara,<Null>,<Null>,Niger East,NG02701,Niger,NG027,Nigeria,NG,11/29/16,4/17/19,<Null>,2.098731,0.09307
258,Polygon,Guri,NG018010,Guri,<Null>,<Null>,Jigawa North-East,NG01801,Jigawa,NG018,Nigeria,NG,11/29/16,4/17/19,<Null>,1.325339,0.088544
259,Polygon,Gusau,NG037007,Gusau,<Null>,<Null>,Zamfara Central,NG03701,Zamfara,NG037,Nigeria,NG,11/29/16,4/17/19,<Null>,3.497603,0.224776
260,Polygon,Guyuk,NG002006,Guyuk,<Null>,<Null>,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,11/29/16,4/17/19,<Null>,1.166444,0.056735
261,Polygon,Guzamala,NG008010,Guzamala,<Null>,<Null>,Borno North,NG00802,Borno,NG008,Nigeria,NG,11/29/16,4/17/19,<Null>,2.400938,0.209488
262,Polygon,Gwadabawa,NG034005,Gwadabawa,<Null>,<Null>,Sokoto East,NG03401,Sokoto,NG034,Nigeria,NG,11/29/16,4/17/19,<Null>,1.724782,0.083987
263,Polygon,Gwagwalada,NG015004,Gwagwalada,<Null>,<Null>,Federal Capital Territory,NG01501,Federal Capital Territory,NG015,Nigeria,NG,11/29/16,4/17/19,<Null>,1.245525,0.08233
264,Polygon,Gwale,NG020018,Gwale,<Null>,<Null>,Kano Central,NG02002,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,0.279085,0.001962
265,Polygon,Gwandu,NG022010,Gwandu,<Null>,<Null>,Kebbi Central,NG02201,Kebbi,NG022,Nigeria,NG,11/29/16,4/17/19,<Null>,1.3936,0.087468
266,Polygon,Gwaram,NG018011,Gwaram,<Null>,<Null>,Jigawa South-West,NG01803,Jigawa,NG018,Nigeria,NG,11/29/16,4/17/19,<Null>,2.402478,0.153846
267,Polygon,Gwarzo,NG020019,Gwarzo,<Null>,<Null>,Kano North,NG02003,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,0.960124,0.036204
268,Polygon,Gwer East,NG007007,Gwer East,<Null>,<Null>,Benue North West,NG00702,Benue,NG007,Nigeria,NG,11/29/16,4/17/19,<Null>,2.003126,0.163344
269,Polygon,Gwer West,NG007008,Gwer West,<Null>,<Null>,Benue North West,NG00702,Benue,NG007,Nigeria,NG,11/29/16,4/17/19,<Null>,1.419437,0.117309
270,Polygon,Gwiwa,NG018012,Gwiwa,<Null>,<Null>,Jigawa North-West,NG01802,Jigawa,NG018,Nigeria,NG,11/29/16,4/17/19,<Null>,0.835905,0.037587
271,Polygon,Gwoza,NG008011,Gwoza,<Null>,<Null>,Borno South,NG00803,Borno,NG008,Nigeria,NG,11/29/16,4/17/19,<Null>,2.185716,0.242719
272,Polygon,Hadejia,NG018013,Hadejia,<Null>,<Null>,Jigawa North-East,NG01801,Jigawa,NG018,Nigeria,NG,11/29/16,4/17/19,<Null>,0.210722,0.00268
273,Polygon,Hawul,NG008012,Hawul,<Null>,<Null>,Borno South,NG00803,Borno,NG008,Nigeria,NG,11/29/16,4/17/19,<Null>,1.973643,0.166221
274,Polygon,Hong,NG002007,Hong,<Null>,<Null>,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,11/29/16,4/17/19,<Null>,2.233111,0.219587
275,Polygon,Ibadan North,NG031006,Ibadan North,<Null>,<Null>,Oyo South,NG03103,Oyo,NG031,Nigeria,NG,11/29/16,4/17/19,<Null>,0.230378,0.00319
276,Polygon,Ibadan North East,NG031007,Ibadan North East,<Null>,<Null>,Oyo South,NG03103,Oyo,NG031,Nigeria,NG,11/29/16,4/17/19,<Null>,0.172885,0.001084
277,Polygon,Ibadan North West,NG031008,Ibadan North West,<Null>,<Null>,Oyo South,NG03103,Oyo,NG031,Nigeria,NG,11/29/16,4/17/19,<Null>,0.153546,0.000937
278,Polygon,Ibadan South East,NG031009,Ibadan South East,<Null>,<Null>,Oyo South,NG03103,Oyo,NG031,Nigeria,NG,11/29/16,4/17/19,<Null>,0.160162,0.001149
279,Polygon,Ibadan South West,NG031010,Ibadan South West,<Null>,<Null>,Oyo South,NG03103,Oyo,NG031,Nigeria,NG,11/29/16,4/17/19,<Null>,0.307988,0.003945
280,Polygon,Ibaji,NG023006,Ibaji,<Null>,<Null>,Kogi East,NG02302,Kogi,NG023,Nigeria,NG,11/29/16,4/17/19,<Null>,1.505842,0.109207
281,Polygon,Ibarapa Central,NG031011,Ibarapa Central,<Null>,<Null>,Oyo South,NG03103,Oyo,NG031,Nigeria,NG,11/29/16,4/17/19,<Null>,1.180247,0.055998
282,Polygon,Ibarapa East,NG031012,Ibarapa East,<Null>,<Null>,Oyo South,NG03103,Oyo,NG031,Nigeria,NG,11/29/16,4/17/19,<Null>,1.31402,0.061664
283,Polygon,Ibarapa North,NG031013,Ibarapa North,<Null>,<Null>,Oyo South,NG03103,Oyo,NG031,Nigeria,NG,11/29/16,4/17/19,<Null>,1.257018,0.078902
284,Polygon,Ibeju/Lekki,NG025009,Ibeju/Lekki,<Null>,<Null>,Lagos East,NG02503,Lagos,NG025,Nigeria,NG,11/29/16,4/17/19,<Null>,1.428596,0.036954
285,Polygon,Ibeno,NG003008,Ibeno,<Null>,<Null>,Akwa Ibom South,NG00303,Akwa Ibom,NG003,Nigeria,NG,11/29/16,4/17/19,<Null>,1.112235,0.019834
286,Polygon,Ibesikpo Asutan,NG003009,Ibesikpo Asutan,<Null>,<Null>,Akwa Ibom North East,NG00301,Akwa Ibom,NG003,Nigeria,NG,11/29/16,4/17/19,<Null>,0.597954,0.014278
287,Polygon,Ibi,NG035006,Ibi,<Null>,<Null>,Taraba South,NG03503,Taraba,NG035,Nigeria,NG,11/29/16,4/17/19,<Null>,3.295786,0.219104
288,Polygon,Ibiono Ibom,NG003010,Ibiono Ibom,<Null>,<Null>,Akwa Ibom North East,NG00301,Akwa Ibom,NG003,Nigeria,NG,11/29/16,4/17/19,<Null>,0.98442,0.027421
289,Polygon,Idah,NG023007,Idah,<Null>,<Null>,Kogi East,NG02302,Kogi,NG023,Nigeria,NG,11/29/16,4/17/19,<Null>,0.466334,0.01098
290,Polygon,Idanre,NG029008,Idanre,<Null>,<Null>,Ondo Central,NG02901,Ondo,NG029,Nigeria,NG,11/29/16,4/17/19,<Null>,1.868533,0.156825
291,Polygon,Ideato North,NG017005,Ideato North,<Null>,<Null>,Imo West,NG01703,Imo,NG017,Nigeria,NG,11/29/16,4/17/19,<Null>,0.754513,0.014877
292,Polygon,Ideato South,NG017006,Ideato South,<Null>,<Null>,Imo West,NG01703,Imo,NG017,Nigeria,NG,11/29/16,4/17/19,<Null>,0.413276,0.008504
293,Polygon,Idemili North,NG004010,Idemili North,<Null>,<Null>,Anambra Central,NG00401,Anambra,NG004,Nigeria,NG,11/29/16,4/17/19,<Null>,0.554048,0.010817
294,Polygon,Idemili South,NG004011,Idemili South,<Null>,<Null>,Anambra Central,NG00401,Anambra,NG004,Nigeria,NG,11/29/16,4/17/19,<Null>,0.601348,0.010722
295,Polygon,Ido,NG031014,Ido,<Null>,<Null>,Oyo South,NG03103,Oyo,NG031,Nigeria,NG,11/29/16,4/17/19,<Null>,1.477938,0.070935
296,Polygon,Ido-Osi,NG013008,Ido-Osi,<Null>,<Null>,Ekiti North,NG01303,Ekiti,NG013,Nigeria,NG,11/29/16,4/17/19,<Null>,0.602453,0.018934
297,Polygon,Ifako-Ijaye,NG025010,Ifako-Ijaye,<Null>,<Null>,Lagos West,NG02501,Lagos,NG025,Nigeria,NG,11/29/16,4/17/19,<Null>,0.267549,0.002703
298,Polygon,Ife Central,NG030011,Ife Central,<Null>,<Null>,Osun East,NG03002,Osun,NG030,Nigeria,NG,11/29/16,4/17/19,<Null>,0.398803,0.009071
299,Polygon,Ife East,NG030012,Ife East,<Null>,<Null>,Osun East,NG03002,Osun,NG030,Nigeria,NG,11/29/16,4/17/19,<Null>,0.752095,0.015707
300,Polygon,Ife North,NG030013,Ife North,<Null>,<Null>,Osun East,NG03002,Osun,NG030,Nigeria,NG,11/29/16,4/17/19,<Null>,1.847017,0.073727
301,Polygon,Ife South,NG030014,Ife South,<Null>,<Null>,Osun East,NG03002,Osun,NG030,Nigeria,NG,11/29/16,4/17/19,<Null>,1.406049,0.060431
302,Polygon,Ifedayo,NG030015,Ifedayo,<Null>,<Null>,Osun Central,NG03001,Osun,NG030,Nigeria,NG,11/29/16,4/17/19,<Null>,0.656353,0.011342
303,Polygon,Ifedore,NG029009,Ifedore,<Null>,<Null>,Ondo Central,NG02901,Ondo,NG029,Nigeria,NG,11/29/16,4/17/19,<Null>,0.728152,0.025996
304,Polygon,Ifelodun,NG024005,Ifelodun,<Null>,<Null>,Kwara South,NG02403,Kwara,NG024,Nigeria,NG,11/29/16,4/17/19,<Null>,3.571633,0.282391
