OBJECTID *,Shape *,admin2Name_en,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,SenDist_en,SenDistPcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo,Shape_Length,Shape_Area
645,Polygon,Port-Harcourt,NG033022,Port-Harcourt,<Null>,<Null>,Rivers East,NG03301,Rivers,NG033,Nigeria,NG,11/29/16,4/17/19,<Null>,0.515175,0.00882
646,Polygon,Potiskum,NG036014,Potiskum,<Null>,<Null>,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,11/29/16,4/17/19,<Null>,0.905953,0.047762
647,Polygon,Qua'an Pan,NG032014,Quaan Pan,<Null>,<Null>,Plateau South,NG03203,Plateau,NG032,Nigeria,NG,11/29/16,4/17/19,<Null>,2.303706,0.208712
648,Polygon,Rabah,NG034012,Rabah,<Null>,<Null>,Sokoto East,NG03401,Sokoto,NG034,Nigeria,NG,11/29/16,4/17/19,<Null>,2.253305,0.199448
649,Polygon,Rafi,NG027020,Rafi,<Null>,<Null>,Niger East,NG02701,Niger,NG027,Nigeria,NG,11/29/16,4/17/19,<Null>,2.978073,0.303771
650,Polygon,Rano,NG020032,Rano,<Null>,<Null>,Kano South,NG02001,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,0.999832,0.042868
651,Polygon,Remo North,NG028019,Remo North,<Null>,<Null>,Ogun East,NG02802,Ogun,NG028,Nigeria,NG,11/29/16,4/17/19,<Null>,0.594874,0.017102
652,Polygon,Rijau,NG027021,Rijau,<Null>,<Null>,Niger North,NG02702,Niger,NG027,Nigeria,NG,11/29/16,4/17/19,<Null>,3.260586,0.258093
653,Polygon,Rimi,NG021030,Rimi,<Null>,<Null>,Katsina Central,NG02101,Katsina,NG021,Nigeria,NG,11/29/16,4/17/19,<Null>,1.24742,0.040383
654,Polygon,Rimin Gado,NG020033,Rimin Gado,<Null>,<Null>,Kano North,NG02003,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,0.859988,0.022143
655,Polygon,Ringim,NG018023,Ringim,<Null>,<Null>,Jigawa North-West,NG01802,Jigawa,NG018,Nigeria,NG,11/29/16,4/17/19,<Null>,1.585308,0.084801
656,Polygon,Riyom,NG032015,Riyom,<Null>,<Null>,Plateau North,NG03202,Plateau,NG032,Nigeria,NG,11/29/16,4/17/19,<Null>,1.266718,0.068229
657,Polygon,Rogo,NG020034,Rogo,<Null>,<Null>,Kano South,NG02001,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,1.031585,0.066168
658,Polygon,Roni,NG018024,Roni,<Null>,<Null>,Jigawa North-West,NG01802,Jigawa,NG018,Nigeria,NG,11/29/16,4/17/19,<Null>,1.051611,0.025305
659,Polygon,Sabon-Gari,NG019019,Sabon-Gari,<Null>,<Null>,Kaduna North,NG01902,Kaduna,NG019,Nigeria,NG,11/29/16,4/17/19,<Null>,0.681081,0.021735
660,Polygon,Sabon Birni,NG034013,Sabon Birni,<Null>,<Null>,Sokoto East,NG03401,Sokoto,NG034,Nigeria,NG,11/29/16,4/17/19,<Null>,1.862335,0.198473
661,Polygon,Sabuwa,NG021031,Sabuwa,<Null>,<Null>,Katsina South,NG02103,Katsina,NG021,Nigeria,NG,11/29/16,4/17/19,<Null>,1.297889,0.057574
662,Polygon,Safana,NG021032,Safana,<Null>,<Null>,Katsina Central,NG02101,Katsina,NG021,Nigeria,NG,11/29/16,4/17/19,<Null>,1.444392,0.115554
663,Polygon,Sagbama,NG006006,Sagbama,<Null>,<Null>,Bayelsa West,NG00603,Bayelsa,NG006,Nigeria,NG,11/29/16,4/17/19,<Null>,2.32221,0.077373
664,Polygon,Sakaba,NG022016,Sakaba,<Null>,<Null>,Kebbi South,NG02203,Kebbi,NG022,Nigeria,NG,11/29/16,4/17/19,<Null>,1.635174,0.120193
665,Polygon,Saki East,NG031031,Saki East,<Null>,<Null>,Oyo North,NG03102,Oyo,NG031,Nigeria,NG,11/29/16,4/17/19,<Null>,1.605512,0.112368
666,Polygon,Saki West,NG031032,Saki West,<Null>,<Null>,Oyo North,NG03102,Oyo,NG031,Nigeria,NG,11/29/16,4/17/19,<Null>,2.047486,0.154395
667,Polygon,Sandamu,NG021033,Sandamu,<Null>,<Null>,Katsina North,NG02102,Katsina,NG021,Nigeria,NG,11/29/16,4/17/19,<Null>,0.822363,0.027241
668,Polygon,Sanga,NG019020,Sanga,<Null>,<Null>,Kaduna South,NG01903,Kaduna,NG019,Nigeria,NG,11/29/16,4/17/19,<Null>,2.1017,0.12293
669,Polygon,Sapele,NG010017,Sapele,<Null>,<Null>,Delta Central,NG01001,Delta,NG010,Nigeria,NG,11/29/16,4/17/19,<Null>,0.943386,0.035036
670,Polygon,Sardauna,NG035011,Sardauna,<Null>,<Null>,Taraba Central,NG03501,Taraba,NG035,Nigeria,NG,11/29/16,4/17/19,<Null>,3.155695,0.375986
671,Polygon,Shagamu,NG028020,Shagamu,<Null>,<Null>,Ogun East,NG02802,Ogun,NG028,Nigeria,NG,11/29/16,4/17/19,<Null>,0.974435,0.04903
672,Polygon,Shagari,NG034014,Shagari,<Null>,<Null>,Sokoto South,NG03403,Sokoto,NG034,Nigeria,NG,11/29/16,4/17/19,<Null>,1.779349,0.108957
673,Polygon,Shanga,NG022017,Shanga,<Null>,<Null>,Kebbi South,NG02203,Kebbi,NG022,Nigeria,NG,11/29/16,4/17/19,<Null>,2.700801,0.224437
674,Polygon,Shani,NG008027,Shani,<Null>,<Null>,Borno South,NG00803,Borno,NG008,Nigeria,NG,11/29/16,4/17/19,<Null>,1.508631,0.101077
675,Polygon,Shanono,NG020035,Shanono,<Null>,<Null>,Kano North,NG02003,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,1.013528,0.042187
676,Polygon,Shelleng,NG002017,Shelleng,<Null>,<Null>,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,11/29/16,4/17/19,<Null>,1.588681,0.099388
677,Polygon,Shendam,NG032016,Shendam,<Null>,<Null>,Plateau South,NG03203,Plateau,NG032,Nigeria,NG,11/29/16,4/17/19,<Null>,2.59711,0.200463
678,Polygon,Shinkafi,NG037011,Shinkafi,<Null>,<Null>,Zamfara North,NG03702,Zamfara,NG037,Nigeria,NG,11/29/16,4/17/19,<Null>,1.385404,0.065239
679,Polygon,Shira,NG005016,Shira,<Null>,<Null>,Bauchi North,NG00502,Bauchi,NG005,Nigeria,NG,11/29/16,4/17/19,<Null>,1.629427,0.113555
680,Polygon,Shiroro,NG027022,Shiroro,<Null>,<Null>,Niger East,NG02701,Niger,NG027,Nigeria,NG,11/29/16,4/17/19,<Null>,4.34022,0.431401
681,Polygon,Shomgom,NG016010,Shomgom,<Null>,<Null>,Gombe South,NG01603,Gombe,NG016,Nigeria,NG,11/29/16,4/17/19,<Null>,1.476471,0.07149
682,Polygon,Shomolu,NG025019,Shomolu,<Null>,<Null>,Lagos East,NG02503,Lagos,NG025,Nigeria,NG,11/29/16,4/17/19,<Null>,0.13782,0.000914
683,Polygon,Silame,NG034015,Silame,<Null>,<Null>,Sokoto North,NG03402,Sokoto,NG034,Nigeria,NG,11/29/16,4/17/19,<Null>,1.031551,0.066517
684,Polygon,Soba,NG019021,Soba,<Null>,<Null>,Kaduna North,NG01902,Kaduna,NG019,Nigeria,NG,11/29/16,4/17/19,<Null>,1.872174,0.185928
685,Polygon,Sokoto North,NG034016,Sokoto North,<Null>,<Null>,Sokoto North,NG03402,Sokoto,NG034,Nigeria,NG,11/29/16,4/17/19,<Null>,0.26078,0.003336
686,Polygon,Sokoto South,NG034017,Sokoto South,<Null>,<Null>,Sokoto North,NG03402,Sokoto,NG034,Nigeria,NG,11/29/16,4/17/19,<Null>,0.221974,0.002378
687,Polygon,Song,NG002018,Song,<Null>,<Null>,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,11/29/16,4/17/19,<Null>,2.757057,0.332858
688,Polygon,Southern Ijaw,NG006007,Southern Ijaw,<Null>,<Null>,Bayelsa Central,NG00601,Bayelsa,NG006,Nigeria,NG,11/29/16,4/17/19,<Null>,2.579335,0.220659
689,Polygon,Sule-Tankarkar,NG018025,Sule-Tankarkar,<Null>,<Null>,Jigawa North-West,NG01802,Jigawa,NG018,Nigeria,NG,11/29/16,4/17/19,<Null>,1.528221,0.102561
690,Polygon,Suleja,NG027023,Suleja,<Null>,<Null>,Niger East,NG02701,Niger,NG027,Nigeria,NG,11/29/16,4/17/19,<Null>,0.50146,0.010626
691,Polygon,Sumaila,NG020036,Sumaila,<Null>,<Null>,Kano South,NG02001,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,1.488841,0.103476
692,Polygon,Suru,NG022018,Suru,<Null>,<Null>,Kebbi North,NG02202,Kebbi,NG022,Nigeria,NG,11/29/16,4/17/19,<Null>,1.862976,0.130077
693,Polygon,Surulere,NG025020,Surulere,<Null>,<Null>,Lagos Central,NG02502,Lagos,NG025,Nigeria,NG,11/29/16,4/17/19,<Null>,0.213765,0.001598
694,Polygon,Surulere,NG031033,Surulere,<Null>,<Null>,Oyo Central,NG03101,Oyo,NG031,Nigeria,NG,11/29/16,4/17/19,<Null>,1.32692,0.085041
695,Polygon,Tafa,NG027024,Tafa,<Null>,<Null>,Niger East,NG02701,Niger,NG027,Nigeria,NG,11/29/16,4/17/19,<Null>,0.670943,0.019875
696,Polygon,Tafawa-Balewa,NG005017,Tafawa-Balewa,<Null>,<Null>,Bauchi South,NG00503,Bauchi,NG005,Nigeria,NG,11/29/16,4/17/19,<Null>,3.651847,0.202321
697,Polygon,Tai,NG033023,Tai,<Null>,<Null>,Rivers South East,NG03302,Rivers,NG033,Nigeria,NG,11/29/16,4/17/19,<Null>,0.508084,0.013089
698,Polygon,Takai,NG020037,Takai,<Null>,<Null>,Kano South,NG02001,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,1.274181,0.049567
699,Polygon,Takum,NG035012,Takum,<Null>,<Null>,Taraba South,NG03503,Taraba,NG035,Nigeria,NG,11/29/16,4/17/19,<Null>,2.917603,0.195357
700,Polygon,Talata Mafara,NG037012,Talata Mafara,<Null>,<Null>,Zamfara North,NG03702,Zamfara,NG037,Nigeria,NG,11/29/16,4/17/19,<Null>,1.552346,0.121836
701,Polygon,Tambuwal,NG034018,Tambuwal,<Null>,<Null>,Sokoto South,NG03403,Sokoto,NG034,Nigeria,NG,11/29/16,4/17/19,<Null>,2.440706,0.152865
702,Polygon,Tangaza,NG034019,Tangaza,<Null>,<Null>,Sokoto North,NG03402,Sokoto,NG034,Nigeria,NG,11/29/16,4/17/19,<Null>,1.923435,0.198291
703,Polygon,Tarauni,NG020038,Tarauni,<Null>,<Null>,Kano Central,NG02002,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,0.222192,0.002215
704,Polygon,Tarka,NG007020,Tarka,<Null>,<Null>,Benue North West,NG00702,Benue,NG007,Nigeria,NG,11/29/16,4/17/19,<Null>,0.834291,0.039127
705,Polygon,Tarmua,NG036015,Tarmua,<Null>,<Null>,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,11/29/16,4/17/19,<Null>,2.903186,0.375974
706,Polygon,Taura,NG018026,Taura,<Null>,<Null>,Jigawa North-West,NG01802,Jigawa,NG018,Nigeria,NG,11/29/16,4/17/19,<Null>,1.238748,0.054487
707,Polygon,Tofa,NG020039,Tofa,<Null>,<Null>,Kano North,NG02003,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,0.609727,0.015828
708,Polygon,Toro,NG005018,Toro,<Null>,<Null>,Bauchi South,NG00503,Bauchi,NG005,Nigeria,NG,11/29/16,4/17/19,<Null>,3.708589,0.567871
709,Polygon,Toto,NG026012,Toto,<Null>,<Null>,Nassarawa West,NG02603,Nasarawa,NG026,Nigeria,NG,11/29/16,4/17/19,<Null>,2.438788,0.244828
710,Polygon,Toungo,NG002019,Toungo,<Null>,<Null>,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,11/29/16,4/17/19,<Null>,3.360822,0.457437
711,Polygon,Tsafe,NG037013,Tsafe,<Null>,<Null>,Zamfara Central,NG03701,Zamfara,NG037,Nigeria,NG,11/29/16,4/17/19,<Null>,1.950269,0.150191
712,Polygon,Tsanyawa,NG020040,Tsanyawa,<Null>,<Null>,Kano North,NG02003,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,0.949592,0.044518
713,Polygon,Tudun Wada,NG020041,Tudun Wada,<Null>,<Null>,Kano South,NG02001,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,2.091481,0.101574
714,Polygon,Tureta,NG034020,Tureta,<Null>,<Null>,Sokoto South,NG03403,Sokoto,NG034,Nigeria,NG,11/29/16,4/17/19,<Null>,1.802457,0.191199
715,Polygon,Udenu,NG014015,Udenu,<Null>,<Null>,Enugu North,NG01401,Enugu,NG014,Nigeria,NG,11/29/16,4/17/19,<Null>,0.734314,0.02102
716,Polygon,Udi,NG014016,Udi,<Null>,<Null>,Enugu West,NG01403,Enugu,NG014,Nigeria,NG,11/29/16,4/17/19,<Null>,1.570962,0.072828
717,Polygon,Udu,NG010018,Udu,<Null>,<Null>,Delta Central,NG01001,Delta,NG010,Nigeria,NG,11/29/16,4/17/19,<Null>,0.625831,0.013531
718,Polygon,Udung Uko,NG003027,Udung Uko,<Null>,<Null>,Akwa Ibom South,NG00303,Akwa Ibom,NG003,Nigeria,NG,11/29/16,4/17/19,<Null>,0.340003,0.004783
719,Polygon,Ughelli North,NG010019,Ughelli North,<Null>,<Null>,Delta Central,NG01001,Delta,NG010,Nigeria,NG,11/29/16,4/17/19,<Null>,2.00207,0.067814
720,Polygon,Ughelli South,NG010020,Ughelli South,<Null>,<Null>,Delta Central,NG01001,Delta,NG010,Nigeria,NG,11/29/16,4/17/19,<Null>,2.201502,0.062819
721,Polygon,Ugwunagbo,NG001012,Ugwunagbo,<Null>,<Null>,Abia South,NG00103,Abia,NG001,Nigeria,NG,11/29/16,4/17/19,<Null>,0.49429,0.010274
722,Polygon,Uhunmwonde,NG012018,Uhunmwonde,<Null>,<Null>,Edo South,NG01201,Edo,NG012,Nigeria,NG,11/29/16,4/17/19,<Null>,1.713137,0.162791
723,Polygon,Ukanafun,NG003028,Ukanafun,<Null>,<Null>,Akwa Ibom North West,NG00302,Akwa Ibom,NG003,Nigeria,NG,11/29/16,4/17/19,<Null>,0.568351,0.017797
724,Polygon,Ukum,NG007021,Ukum,<Null>,<Null>,Benue North East,NG00701,Benue,NG007,Nigeria,NG,11/29/16,4/17/19,<Null>,1.626045,0.146167
725,Polygon,Ukwa East,NG001013,Ukwa East,<Null>,<Null>,Abia South,NG00103,Abia,NG001,Nigeria,NG,11/29/16,4/17/19,<Null>,0.855624,0.023063
726,Polygon,Ukwa West,NG001014,Ukwa West,<Null>,<Null>,Abia South,NG00103,Abia,NG001,Nigeria,NG,11/29/16,4/17/19,<Null>,0.779764,0.022614
727,Polygon,Ukwuani,NG010021,Ukwuani,<Null>,<Null>,Delta North,NG01002,Delta,NG010,Nigeria,NG,11/29/16,4/17/19,<Null>,0.800696,0.033374
728,Polygon,Umu-Nneochi,NG001017,Umu-Nneochi,<Null>,<Null>,Abia North,NG00102,Abia,NG001,Nigeria,NG,11/29/16,4/17/19,<Null>,0.815121,0.030062
729,Polygon,Umuahia North,NG001015,Umuahia North,<Null>,<Null>,Abia Central,NG00101,Abia,NG001,Nigeria,NG,11/29/16,4/17/19,<Null>,0.790264,0.018568
730,Polygon,Umuahia South,NG001016,Umuahia South,<Null>,<Null>,Abia Central,NG00101,Abia,NG001,Nigeria,NG,11/29/16,4/17/19,<Null>,0.491301,0.011038
731,Polygon,Ungogo,NG020042,Ungogo,<Null>,<Null>,Kano Central,NG02002,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,0.891455,0.018502
732,Polygon,Unuimo,NG017027,Unuimo,<Null>,<Null>,Imo North,NG01702,Imo,NG017,Nigeria,NG,11/29/16,4/17/19,<Null>,0.41632,0.00879
733,Polygon,Uruan,NG003029,Uruan,<Null>,<Null>,Akwa Ibom North East,NG00301,Akwa Ibom,NG003,Nigeria,NG,11/29/16,4/17/19,<Null>,0.859558,0.028271
734,Polygon,Urue-Offong/Oruko,NG003030,Urue-Offong/Oruko,<Null>,<Null>,Akwa Ibom South,NG00303,Akwa Ibom,NG003,Nigeria,NG,11/29/16,4/17/19,<Null>,0.519026,0.009438
735,Polygon,Ushongo,NG007022,Ushongo,<Null>,<Null>,Benue North East,NG00701,Benue,NG007,Nigeria,NG,11/29/16,4/17/19,<Null>,1.866977,0.112947
736,Polygon,Ussa,NG035013,Ussa,<Null>,<Null>,Taraba South,NG03503,Taraba,NG035,Nigeria,NG,11/29/16,4/17/19,<Null>,1.742312,0.122364
737,Polygon,Uvwie,NG010022,Uvwie,<Null>,<Null>,Delta Central,NG01001,Delta,NG010,Nigeria,NG,11/29/16,4/17/19,<Null>,0.498604,0.009177
738,Polygon,Uyo,NG003031,Uyo,<Null>,<Null>,Akwa Ibom North East,NG00301,Akwa Ibom,NG003,Nigeria,NG,11/29/16,4/17/19,<Null>,0.968981,0.014974
739,Polygon,Uzo-Uwani,NG014017,Uzo-Uwani,<Null>,<Null>,Enugu North,NG01401,Enugu,NG014,Nigeria,NG,11/29/16,4/17/19,<Null>,1.632159,0.068847
740,Polygon,Vandeikya,NG007023,Vandeikya,<Null>,<Null>,Benue North East,NG00701,Benue,NG007,Nigeria,NG,11/29/16,4/17/19,<Null>,1.341556,0.079998
741,Polygon,Wamako,NG034021,Wamako,<Null>,<Null>,Sokoto North,NG03402,Sokoto,NG034,Nigeria,NG,11/29/16,4/17/19,<Null>,1.253124,0.055288
742,Polygon,Wamba,NG026013,Wamba,<Null>,<Null>,Nassarawa North,NG02602,Nasarawa,NG026,Nigeria,NG,11/29/16,4/17/19,<Null>,1.462369,0.099527
743,Polygon,Warawa,NG020043,Warawa,<Null>,<Null>,Kano Central,NG02002,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,0.800314,0.03019
744,Polygon,Warji,NG005019,Warji,<Null>,<Null>,Bauchi Central,NG00501,Bauchi,NG005,Nigeria,NG,11/29/16,4/17/19,<Null>,0.920373,0.054527
745,Polygon,Warri North,NG010023,Warri North,<Null>,<Null>,Delta South,NG01003,Delta,NG010,Nigeria,NG,11/29/16,4/17/19,<Null>,2.387004,0.149911
746,Polygon,Warri South,NG010024,Warri South,<Null>,<Null>,Delta South,NG01003,Delta,NG010,Nigeria,NG,11/29/16,4/17/19,<Null>,1.40412,0.047809
747,Polygon,Warri South West,NG010025,Warri South West,<Null>,<Null>,Delta South,NG01003,Delta,NG010,Nigeria,NG,11/29/16,4/17/19,<Null>,2.148856,0.13834
748,Polygon,Wasagu/Danko,NG022019,Wasagu/Danko,<Null>,<Null>,Kebbi South,NG02203,Kebbi,NG022,Nigeria,NG,11/29/16,4/17/19,<Null>,3.677942,0.339235
749,Polygon,Wase,NG032017,Wase,<Null>,<Null>,Plateau South,NG03203,Plateau,NG032,Nigeria,NG,11/29/16,4/17/19,<Null>,2.922315,0.409523
750,Polygon,Wudil,NG020044,Wudil,<Null>,<Null>,Kano South,NG02001,Kano,NG020,Nigeria,NG,11/29/16,4/17/19,<Null>,1.068505,0.030022
751,Polygon,Wukari,NG035014,Wukari,<Null>,<Null>,Taraba South,NG03503,Taraba,NG035,Nigeria,NG,11/29/16,4/17/19,<Null>,3.086212,0.322825
752,Polygon,Wurno,NG034022,Wurno,<Null>,<Null>,Sokoto East,NG03401,Sokoto,NG034,Nigeria,NG,11/29/16,4/17/19,<Null>,1.363085,0.056745
753,Polygon,Wushishi,NG027025,Wushishi,<Null>,<Null>,Niger North,NG02702,Niger,NG027,Nigeria,NG,11/29/16,4/17/19,<Null>,2.311801,0.149188
754,Polygon,Yabo,NG034023,Yabo,<Null>,<Null>,Sokoto South,NG03403,Sokoto,NG034,Nigeria,NG,11/29/16,4/17/19,<Null>,1.0854,0.06397
755,Polygon,Yagba East,NG023020,Yagba East,<Null>,<Null>,Kogi West,NG02303,Kogi,NG023,Nigeria,NG,11/29/16,4/17/19,<Null>,2.097325,0.12084
756,Polygon,Yagba West,NG023021,Yagba West,<Null>,<Null>,Kogi West,NG02303,Kogi,NG023,Nigeria,NG,11/29/16,4/17/19,<Null>,1.594076,0.105485
757,Polygon,Yakurr,NG009018,Yakurr,<Null>,<Null>,Cross River Central,NG00901,Cross River,NG009,Nigeria,NG,11/29/16,4/17/19,<Null>,0.9738,0.053811
758,Polygon,Yala,NG009019,Yala,<Null>,<Null>,Cross River North,NG00902,Cross River,NG009,Nigeria,NG,11/29/16,4/17/19,<Null>,2.3732,0.145879
759,Polygon,Yamaltu/Deba,NG016011,Yamaltu/Deba,<Null>,<Null>,Gombe Central,NG01601,Gombe,NG016,Nigeria,NG,11/29/16,4/17/19,<Null>,2.333557,0.161821
760,Polygon,Yankwashi,NG018027,Yankwashi,<Null>,<Null>,Jigawa North-West,NG01802,Jigawa,NG018,Nigeria,NG,11/29/16,4/17/19,<Null>,0.919931,0.028142
761,Polygon,Yauri,NG022020,Yauri,<Null>,<Null>,Kebbi South,NG02203,Kebbi,NG022,Nigeria,NG,11/29/16,4/17/19,<Null>,0.704087,0.010151
762,Polygon,Yenegoa,NG006008,Yenegoa,<Null>,<Null>,Bayelsa Central,NG00601,Bayelsa,NG006,Nigeria,NG,11/29/16,4/17/19,<Null>,1.380047,0.055637
763,Polygon,Yola North,NG002020,Yola North,<Null>,<Null>,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,11/29/16,4/17/19,<Null>,0.274343,0.005228
764,Polygon,Yola South,NG002021,Yola South,<Null>,<Null>,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,11/29/16,4/17/19,<Null>,1.657038,0.076612
765,Polygon,Yorro,NG035015,Yorro,<Null>,<Null>,Taraba North,NG03502,Taraba,NG035,Nigeria,NG,11/29/16,4/17/19,<Null>,1.828075,0.104613
766,Polygon,Yunusari,NG036016,Yunusari,<Null>,<Null>,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,11/29/16,4/17/19,<Null>,3.111997,0.318022
767,Polygon,Yusufari,NG036017,Yusufari,<Null>,<Null>,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,11/29/16,4/17/19,<Null>,3.341554,0.32223
768,Polygon,Zaki,NG005020,Zaki,<Null>,<Null>,Bauchi North,NG00502,Bauchi,NG005,Nigeria,NG,11/29/16,4/17/19,<Null>,2.55832,0.158104
769,Polygon,Zango,NG021034,Zango,<Null>,<Null>,Katsina North,NG02102,Katsina,NG021,Nigeria,NG,11/29/16,4/17/19,<Null>,1.003302,0.043272
770,Polygon,Zango-Kataf,NG019022,Zango-Kataf,<Null>,<Null>,Kaduna South,NG01903,Kaduna,NG019,Nigeria,NG,11/29/16,4/17/19,<Null>,1.973339,0.1923
771,Polygon,Zaria,NG019023,Zaria,<Null>,<Null>,Kaduna North,NG01902,Kaduna,NG019,Nigeria,NG,11/29/16,4/17/19,<Null>,1.064112,0.032586
772,Polygon,Zing,NG035016,Zing,<Null>,<Null>,Taraba North,NG03502,Taraba,NG035,Nigeria,NG,11/29/16,4/17/19,<Null>,1.186195,0.084464
773,Polygon,Zurmi,NG037014,Zurmi,<Null>,<Null>,Zamfara North,NG03702,Zamfara,NG037,Nigeria,NG,11/29/16,4/17/19,<Null>,2.611934,0.223538
774,Polygon,Zuru,NG022021,Zuru,<Null>,<Null>,Kebbi South,NG02203,Kebbi,NG022,Nigeria,NG,11/29/16,4/17/19,<Null>,1.580459,0.057776
